2.52504e+01 -1.21881e+01 2.75e+00
-1.77875e+01 8.6342e+00 2.75e+00
-1.95855e+01 2.17484e+01 2.75e+00
5.7125e+00 -1.38522e+01 2.75e+00
-1.72875e+01 1.66342e+01 2.75e+00
-4.2875e+00 -1.05767e+01 2.75e+00
6.7125e+00 -2.34794e+01 2.75e+00
3.7125e+00 -1.33522e+01 2.75e+00
5.7125e+00 -1.99794e+01 2.75e+00
6.7125e+00 -1.64794e+01 2.75e+00
-1.72875e+01 1.1342e+00 2.75e+00
-1.77875e+01 4.1342e+00 2.75e+00
-1.72875e+01 4.1342e+00 2.75e+00
-1.72875e+01 -6.3658e+00 2.75e+00
-1.62875e+01 -1.05767e+01 2.75e+00
2.47125e+01 -1.05309e+01 2.75e+00
-8.2875e+00 -1.10767e+01 2.75e+00
4.7125e+00 -2.34794e+01 2.75e+00
6.7125e+00 -2.64794e+01 2.75e+00
-1.82875e+01 5.6342e+00 2.75e+00
2.07504e+01 -1.16881e+01 2.75e+00
6.7125e+00 -1.89794e+01 2.75e+00
-1.67875e+01 -1.10767e+01 2.75e+00
-1.82875e+01 -3.3658e+00 2.75e+00
-1.82875e+01 1.6342e+00 2.75e+00
-1.95855e+01 2.22484e+01 2.75e+00
2.57125e+01 -1.00309e+01 2.75e+00
5.7125e+00 -2.54794e+01 2.75e+00
-1.82875e+01 -4.18658e+01 2.75e+00
-1.70855e+01 2.47484e+01 2.75e+00
-1.72875e+01 1.26342e+01 2.75e+00
-1.72875e+01 2.6342e+00 2.75e+00
2.2125e+00 -9.5767e+00 2.75e+00
-1.77875e+01 5.1342e+00 2.75e+00
-1.82875e+01 5.1342e+00 2.75e+00
-1.80855e+01 2.47484e+01 2.75e+00
