receiver positions
6696
-9.537500e+00 -1.161580e+01 1.145000e+00
-9.537500e+00 -1.011580e+01 1.145000e+00
-9.537500e+00 -1.211580e+01 1.145000e+00
-9.537500e+00 -1.061580e+01 1.145000e+00
-9.537500e+00 -1.111580e+01 1.145000e+00
-9.037500e+00 -1.161580e+01 1.145000e+00
-9.037500e+00 -1.211580e+01 1.145000e+00
-9.037500e+00 -1.061580e+01 1.145000e+00
-9.037500e+00 -1.011580e+01 1.145000e+00
-9.037500e+00 -1.111580e+01 1.145000e+00
-8.537500e+00 -1.011580e+01 1.145000e+00
-8.537500e+00 -1.211580e+01 1.145000e+00
-8.537500e+00 -1.161580e+01 1.145000e+00
-8.537500e+00 -1.061580e+01 1.145000e+00
-8.537500e+00 -1.111580e+01 1.145000e+00
-8.037500e+00 -1.211580e+01 1.145000e+00
-8.037500e+00 -1.161580e+01 1.145000e+00
-8.037500e+00 -1.061580e+01 1.145000e+00
-8.037500e+00 -1.011580e+01 1.145000e+00
-8.037500e+00 -1.111580e+01 1.145000e+00
-7.537500e+00 -1.211580e+01 1.145000e+00
-7.537500e+00 -1.161580e+01 1.145000e+00
-7.537500e+00 -1.061580e+01 1.145000e+00
-7.537500e+00 -1.011580e+01 1.145000e+00
-7.537500e+00 -1.111580e+01 1.145000e+00
-7.037500e+00 -1.111580e+01 1.145000e+00
-7.037500e+00 -1.211580e+01 1.145000e+00
-7.037500e+00 -1.011580e+01 1.145000e+00
-7.037500e+00 -1.161580e+01 1.145000e+00
-7.037500e+00 -1.061580e+01 1.145000e+00
-6.537500e+00 -1.111580e+01 1.145000e+00
-6.537500e+00 -1.211580e+01 1.145000e+00
-6.537500e+00 -1.161580e+01 1.145000e+00
-6.537500e+00 -1.061580e+01 1.145000e+00
-6.537500e+00 -1.011580e+01 1.145000e+00
-6.537500e+00 -9.615800e+00 1.145000e+00
-6.037500e+00 -1.111580e+01 1.145000e+00
-6.037500e+00 -1.211580e+01 1.145000e+00
-6.037500e+00 -1.161580e+01 1.145000e+00
-6.037500e+00 -1.061580e+01 1.145000e+00
-6.037500e+00 -1.011580e+01 1.145000e+00
-6.037500e+00 -9.615800e+00 1.145000e+00
-5.537500e+00 -1.011580e+01 1.145000e+00
-5.537500e+00 -1.761580e+01 1.145000e+00
-5.537500e+00 -1.111580e+01 1.145000e+00
-5.537500e+00 -1.211580e+01 1.145000e+00
-5.537500e+00 -1.161580e+01 1.145000e+00
-5.537500e+00 -1.061580e+01 1.145000e+00
-5.375000e-01 -1.061580e+01 1.145000e+00
-5.375000e-01 -1.011580e+01 1.145000e+00
-5.375000e-01 -9.615800e+00 1.145000e+00
-5.375000e-01 -2.561580e+01 1.145000e+00
-5.375000e-01 -2.461580e+01 1.145000e+00
-5.375000e-01 -2.411580e+01 1.145000e+00
-5.375000e-01 -2.361580e+01 1.145000e+00
-5.375000e-01 -2.311580e+01 1.145000e+00
-5.375000e-01 -1.111580e+01 1.145000e+00
-5.375000e-01 -2.511580e+01 1.145000e+00
-5.375000e-01 -2.611580e+01 1.145000e+00
-5.375000e-01 -1.211580e+01 1.145000e+00
-5.375000e-01 -1.161580e+01 1.145000e+00
-5.037500e+00 -1.761580e+01 1.145000e+00
-5.037500e+00 -1.211580e+01 1.145000e+00
-5.037500e+00 -1.661580e+01 1.145000e+00
-5.037500e+00 -1.861580e+01 1.145000e+00
-5.037500e+00 -1.711580e+01 1.145000e+00
-5.037500e+00 -1.811580e+01 1.145000e+00
-5.037500e+00 -1.161580e+01 1.145000e+00
-5.037500e+00 -1.611580e+01 1.145000e+00
-5.037500e+00 -1.061580e+01 1.145000e+00
-5.037500e+00 -1.111580e+01 1.145000e+00
-5.037500e+00 -1.011580e+01 1.145000e+00
-5.037500e+00 -1.911580e+01 1.145000e+00
-4.537500e+00 -1.561580e+01 1.145000e+00
-4.537500e+00 -1.761580e+01 1.145000e+00
-4.537500e+00 -1.111580e+01 1.145000e+00
-4.537500e+00 -1.211580e+01 1.145000e+00
-4.537500e+00 -1.161580e+01 1.145000e+00
-4.537500e+00 -1.061580e+01 1.145000e+00
-4.537500e+00 -1.011580e+01 1.145000e+00
-4.537500e+00 -1.811580e+01 1.145000e+00
-4.537500e+00 -2.011580e+01 1.145000e+00
-4.537500e+00 -1.961580e+01 1.145000e+00
-4.537500e+00 -1.911580e+01 1.145000e+00
-4.537500e+00 -1.861580e+01 1.145000e+00
-4.537500e+00 -1.711580e+01 1.145000e+00
-4.537500e+00 -1.661580e+01 1.145000e+00
-4.537500e+00 -1.611580e+01 1.145000e+00
-4.037500e+00 -2.011580e+01 1.145000e+00
-4.037500e+00 -1.111580e+01 1.145000e+00
-4.037500e+00 -1.911580e+01 1.145000e+00
-4.037500e+00 -1.211580e+01 1.145000e+00
-4.037500e+00 -1.161580e+01 1.145000e+00
-4.037500e+00 -1.061580e+01 1.145000e+00
-4.037500e+00 -1.011580e+01 1.145000e+00
-4.037500e+00 -1.611580e+01 1.145000e+00
